time,open,high,low,close,Volume,Volume MA
2016-12-16T12:00:00Z,0.0075,0.0075,0.0075,0.0075,1000,NaN
2016-12-19T08:00:00Z,0.00678,0.007,0.00678,0.007,1600,NaN
2016-12-22T08:00:00Z,0.0066,0.007,0.0066,0.007,1512.85714286,NaN
2016-12-22T16:00:00Z,0.0066,0.0066,0.006,0.006,1550,NaN
2017-01-03T08:00:00Z,0.00678,0.00678,0.006,0.006,1000,NaN
2017-01-09T12:00:00Z,0.0072,0.0072,0.0072,0.0072,712.85714286,NaN
2017-01-17T12:00:00Z,0.00719,0.00739,0.00669,0.00686,3008037.01992422,NaN
2017-01-17T16:00:00Z,0.00686,0.00687,0.00668,0.00684,1013471.80765077,NaN
2017-01-17T20:00:00Z,0.00671,0.00687,0.00671,0.00687,757748.47300273,NaN
2017-01-18T00:00:00Z,0.00687,0.00719,0.00682,0.0069,709565.82423117,NaN
2017-01-18T04:00:00Z,0.00689,0.0069,0.00668,0.00668,1657178.40087175,NaN
2017-01-18T08:00:00Z,0.00687,0.00687,0.00667,0.00682,411888.18430606,NaN
2017-01-18T12:00:00Z,0.0068,0.00699,0.00671,0.00671,840698.63959217,NaN
2017-01-18T16:00:00Z,0.0068,0.0069,0.0067,0.00688,1508381.24943693,NaN
2017-01-18T20:00:00Z,0.00682,0.00685,0.00664,0.00674,530024.40588029,NaN
2017-01-19T00:00:00Z,0.00676,0.00684,0.00666,0.00666,515760.5994125,NaN
2017-01-19T04:00:00Z,0.00677,0.00677,0.00671,0.00672,142242.18567559,NaN
2017-01-19T08:00:00Z,0.00671,0.00678,0.00667,0.00672,172495.81842948,NaN
2017-01-19T12:00:00Z,0.00679,0.00681,0.0067,0.00678,501382.57653939,NaN
2017-01-19T16:00:00Z,0.00678,0.00688,0.0066,0.0066,1103323.15781677,643978.702852777
2017-01-19T20:00:00Z,0.0066,0.00684,0.0065,0.00684,570485.54253274,672452.9799794139
2017-01-20T00:00:00Z,0.0067,0.00682,0.00663,0.00682,69001.387884,675823.0493736139
2017-01-20T04:00:00Z,0.00683,0.00683,0.00681,0.00682,48104.02067286,678152.6075501139
2017-01-20T08:00:00Z,0.00682,0.00682,0.00665,0.00665,77427.43861656,681946.479480942
2017-01-20T12:00:00Z,0.00678,0.00685,0.0067,0.00671,476838.15633634,705738.387297759
2017-01-20T16:00:00Z,0.00669,0.00669,0.0064,0.0064,973554.72481503,754380.4806813675
2017-01-20T20:00:00Z,0.0066,0.0066,0.00659,0.0066,107291.98138401,609343.2287543569
2017-01-21T00:00:00Z,0.0066,0.0066,0.0066,0.0066,110081.08030302,564173.6923869695
2017-01-21T04:00:00Z,0.0066,0.0066,0.0066,0.0066,19474.64767952,527260.001120809
2017-01-21T08:00:00Z,0.0066,0.0066,0.00652,0.00652,95127.56715632,496538.0882670665
2017-01-21T12:00:00Z,0.00656,0.00682,0.00656,0.00671,1328418.14326834,480100.075386896
2017-01-21T16:00:00Z,0.00664,0.00674,0.00663,0.00674,171900,468100.66617159295
2017-01-21T20:00:00Z,0.00675,0.00684,0.0067,0.00674,472815.86224284,449706.5273041264
2017-01-22T00:00:00Z,0.00683,0.00684,0.00669,0.00684,433507.68728012,395962.84919628594
2017-01-22T04:00:00Z,0.00681,0.00681,0.00681,0.00681,3700.44052863,369646.65092870296
2017-01-22T08:00:00Z,0.00678,0.00681,0.00672,0.00672,101621.04049715,348939.67298293544
2017-01-22T12:00:00Z,0.00671,0.00681,0.0067,0.00681,62287.58370479,344941.9428843955
2017-01-22T16:00:00Z,0.00674,0.00679,0.00671,0.00678,160965.06924614,344365.40542522847
2017-01-22T20:00:00Z,0.00673,0.00678,0.00672,0.00672,101384.19548118,324365.486372318
2017-01-23T00:00:00Z,0.00674,0.00674,0.0067,0.0067,27400,270569.32848147943
2017-01-23T04:00:00Z,0.0067,0.0068,0.0067,0.0068,14980.966325,242794.09967109244
2017-01-23T08:00:00Z,0.0068,0.00682,0.00667,0.00675,343584.37072507,256523.24881314594
2017-01-23T12:00:00Z,0.00667,0.00678,0.00667,0.00667,735125.28447704,290874.31200335495
2017-01-23T16:00:00Z,0.00669,0.00677,0.0066,0.0066,616000.22156573,317802.9511508135
2017-01-23T20:00:00Z,0.0067,0.0067,0.00659,0.00666,120176.50201904,299969.8684349485
2017-01-24T00:00:00Z,0.00664,0.00674,0.00664,0.00671,135523.5363221,258068.309010302
2017-01-24T04:00:00Z,0.00663,0.00663,0.0066,0.0066,18355.577092,253621.4887957015
2017-01-24T08:00:00Z,0.00669,0.00669,0.0066,0.00669,26109.66911349,249422.918236225
2017-01-24T12:00:00Z,0.00666,0.00669,0.00659,0.00669,343676.71356237,265633.02153036755
2017-01-24T16:00:00Z,0.00668,0.00671,0.0065,0.0066,655608.69188284,293657.07776669355
2017-01-24T20:00:00Z,0.00651,0.00651,0.00647,0.00647,215506.82757218,238011.5119818855
2017-01-25T00:00:00Z,0.0065,0.0065,0.00647,0.00647,233468.99950118,241089.9619569445
2017-01-25T04:00:00Z,0.00647,0.00647,0.00646,0.00646,118267.85162192,223362.56142589852
2017-01-25T08:00:00Z,0.00647,0.00647,0.00646,0.00646,201077.52705,211741.05341439252
2017-01-25T12:00:00Z,0.00645,0.0065,0.00643,0.0065,150752.77871986,219093.67032395402
2017-01-25T16:00:00Z,0.0065,0.0065,0.00643,0.0065,142135.64865,221119.40073159648
2017-01-25T20:00:00Z,0.00645,0.0065,0.00645,0.00649,535232.11676851,244766.62738478248
2017-01-26T00:00:00Z,0.0065,0.0065,0.00645,0.00646,128144.26202507,243125.587023729
2017-01-26T04:00:00Z,0.00645,0.00645,0.00642,0.00644,18978.21593976,239005.28804665798
2017-01-26T08:00:00Z,0.00642,0.0066,0.00638,0.0066,975226.15734735,286396.5959140255
2017-01-26T12:00:00Z,0.00661,0.00676,0.00642,0.00655,1515073.64258874,361401.2297272125
2017-01-26T16:00:00Z,0.00642,0.00642,0.0062,0.0062,985243.60405548,393484.191393733
2017-01-26T20:00:00Z,0.0062,0.0063,0.00616,0.0063,1062338.76079286,409844.865209524
2017-01-27T00:00:00Z,0.0063,0.0063,0.003,0.0045,463375.74071333,402213.641166904
2017-01-27T04:00:00Z,0.0051,0.0062,0.0051,0.0062,16636.58576785,397036.6453543445
2017-01-27T08:00:00Z,0.00629,0.0065,0.00629,0.0065,431293.90095937,411825.163586208
2017-01-27T12:00:00Z,0.00647,0.00647,0.0062,0.00624,469595.89187735,434387.1793254755
2017-01-27T16:00:00Z,0.00635,0.00641,0.0062,0.00628,204427.44330583,443303.0680350924
2017-01-27T20:00:00Z,0.00635,0.00636,0.00626,0.00636,108927.19610911,431565.5921624295
2017-01-28T00:00:00Z,0.00636,0.00637,0.00636,0.00637,43988.24229879,400984.56968322693
2017-01-28T04:00:00Z,0.00638,0.00639,0.00636,0.00639,136575.92332156,397038.02447069593
2017-01-28T08:00:00Z,0.00639,0.00639,0.0063,0.0063,63973.9048165,388563.2697364619
2017-01-28T12:00:00Z,0.0063,0.0063,0.0063,0.0063,189255.914892,392112.67289996595
2017-01-28T16:00:00Z,0.0064,0.0064,0.00635,0.00639,157371.814855,389927.38729021593
2017-01-29T00:00:00Z,0.00637,0.00637,0.00637,0.00637,1000,382439.748354223
2017-01-29T04:00:00Z,0.00638,0.0064,0.00638,0.0064,369565.58007812,393811.244925629
2017-01-29T08:00:00Z,0.00632,0.00638,0.00629,0.00631,367977.5139417,385448.5147842885
2017-01-29T12:00:00Z,0.00631,0.00638,0.00631,0.00638,1610.60344827,379121.8318554484
2017-01-29T16:00:00Z,0.00638,0.00639,0.0063,0.00639,46270.378085,380486.4399627104
2017-01-29T20:00:00Z,0.00638,0.0064,0.00638,0.0064,158000,339625.1320953429
2017-01-30T00:00:00Z,0.00638,0.0065,0.00636,0.00639,443645.56806552,286053.7283691819
2017-01-30T04:00:00Z,0.00638,0.00638,0.00635,0.00635,3994.2961125,236991.26297203294
2017-01-30T08:00:00Z,0.00635,0.0065,0.00635,0.00645,207510.30780594,194249.84032268694
2017-01-30T12:00:00Z,0.0064,0.00646,0.00634,0.00645,98531.82198618,176007.64438632943
2017-01-30T16:00:00Z,0.00647,0.0065,0.00633,0.00633,274510.68986459,188901.34959116642
2017-01-30T20:00:00Z,0.00648,0.00648,0.00632,0.00632,43310.1234568,169502.1607160379
2017-01-31T00:00:00Z,0.00647,0.00647,0.00647,0.00647,3219.47449768,146183.33984705442
2017-01-31T04:00:00Z,0.00639,0.0065,0.00639,0.0065,178972.70973782,144910.60316865394
2017-01-31T08:00:00Z,0.0064,0.0065,0.00636,0.00636,417691.24150027,160348.80543821194
2017-01-31T12:00:00Z,0.00635,0.00645,0.00633,0.00633,324544.30493103,174376.60856982396
2017-01-31T16:00:00Z,0.00644,0.0065,0.00618,0.00632,1245586.10428168,229827.11761782994
2017-01-31T20:00:00Z,0.00642,0.00642,0.00626,0.00635,200125.33566119,236634.68916006442
2017-02-01T00:00:00Z,0.00626,0.0063,0.00621,0.0063,178030.28235508,236073.40753321844
2017-02-01T04:00:00Z,0.00623,0.0063,0.0062,0.00623,185254.39063492,237467.53632221447
2017-02-01T08:00:00Z,0.00631,0.00639,0.00631,0.00639,80000,241417.53632221447
2017-02-01T12:00:00Z,0.0064,0.00653,0.00639,0.00641,985240.67317787,272201.29097720195
2017-02-01T16:00:00Z,0.00644,0.00655,0.0064,0.00655,208052.82359944,264205.05646008893
2017-02-01T20:00:00Z,0.00653,0.0066,0.00649,0.00658,717985.15751029,300023.78416318994
2017-02-02T00:00:00Z,0.00658,0.00659,0.00649,0.00658,85359.09987708,301978.2202527939
2017-02-02T04:00:00Z,0.00659,0.0066,0.00659,0.0066,755943.88704366,331875.41460497695
2017-02-02T08:00:00Z,0.00649,0.00658,0.00649,0.00655,434594.67065758,331422.86973457993
2017-02-02T12:00:00Z,0.00659,0.00661,0.00646,0.00646,409726.21479751,351709.46566883044
2017-02-02T16:00:00Z,0.00652,0.00652,0.00642,0.00643,356584.61137173,359163.1808471199
2017-02-02T20:00:00Z,0.00645,0.0065,0.0064,0.0064,409441.65342533,374708.6724190774
2017-02-03T00:00:00Z,0.00648,0.00649,0.00639,0.00639,290807.92914927,375523.53438331146
2017-02-03T04:00:00Z,0.00638,0.00639,0.00626,0.00637,707462.72684939,408731.1645529409
2017-02-03T08:00:00Z,0.00637,0.00639,0.00624,0.0063,382404.84871497,427690.4332638054
2017-02-03T12:00:00Z,0.0063,0.00638,0.00626,0.00638,234935.30344146,430488.56294898747
2017-02-03T16:00:00Z,0.00638,0.00639,0.00629,0.00639,127905.90686656,415999.296217302
2017-02-03T20:00:00Z,0.00639,0.00643,0.00638,0.00641,256900.3727564,412617.09960857045
2017-02-04T00:00:00Z,0.00637,0.00642,0.00635,0.00635,95730.280917,355124.3084403365
2017-02-04T04:00:00Z,0.00642,0.00642,0.00642,0.00642,16629.2834891,345949.505831732
2017-02-04T12:00:00Z,0.00641,0.00642,0.00641,0.00642,51549.87481956,339625.48545495595
2017-02-04T16:00:00Z,0.0064,0.00647,0.0064,0.00642,155804.33828514,338152.98283746693
2017-02-04T20:00:00Z,0.00638,0.00646,0.00638,0.00644,26557.757304,335480.8707026669
2017-02-05T00:00:00Z,0.00645,0.00647,0.00641,0.00641,19465.116279,287192.0928577235
2017-02-05T12:00:00Z,0.00643,0.00648,0.00639,0.00639,380107.04362581,295794.80385904195
2017-02-05T16:00:00Z,0.00639,0.00639,0.00628,0.00629,530312.5413589,286411.17305147246
2017-02-05T20:00:00Z,0.00632,0.00632,0.00629,0.00629,64367.6141852,285361.5987668785
2017-02-06T00:00:00Z,0.00637,0.00637,0.00637,0.00637,11890.10989011,248158.909909201
2017-02-06T08:00:00Z,0.00638,0.00644,0.00629,0.00629,203704.86163478,236614.419458061
2017-02-06T12:00:00Z,0.00633,0.00639,0.00633,0.00639,11249.77308294,216690.5973723325
2017-02-06T16:00:00Z,0.00631,0.00644,0.00627,0.00644,205588.07463742,209140.770535617
2017-02-06T20:00:00Z,0.00635,0.00638,0.00629,0.00636,64677.589,191902.5673143505
2017-02-07T00:00:00Z,0.00636,0.0065,0.00636,0.0064,859801.9446592,220352.268089847
2017-02-07T04:00:00Z,0.0064,0.00646,0.0064,0.00646,319748.86544455,200966.57501960496
2017-02-07T08:00:00Z,0.00646,0.00647,0.00642,0.00642,157651.03179787,189728.88417374998
2017-02-07T12:00:00Z,0.00641,0.00646,0.00637,0.00637,927272.7609504,224345.75704919695
2017-02-07T16:00:00Z,0.00643,0.00643,0.00626,0.00639,291410.57993831,232520.99070278447
2017-02-07T20:00:00Z,0.00633,0.00642,0.00631,0.00641,84082.97728235,223880.12092908198
2017-02-08T00:00:00Z,0.00635,0.00643,0.00635,0.00643,36369.57990007,220912.08587823546
2017-02-08T04:00:00Z,0.00638,0.00642,0.00608,0.0063,541507.54967826,247155.99918769347
2017-02-08T08:00:00Z,0.00628,0.00643,0.0062,0.00643,342485.78681965,261702.79478769796
2017-02-08T12:00:00Z,0.00642,0.00648,0.00637,0.00642,990484.87841063,303436.82179397246
2017-02-08T16:00:00Z,0.00647,0.00647,0.00639,0.00643,1183125.96064788,361265.2319611665
2017-02-08T20:00:00Z,0.00643,0.00643,0.00634,0.00635,86334.18525196,364608.68540981447
2017-02-09T00:00:00Z,0.00633,0.00633,0.00632,0.00632,153350.39627,353270.85304202395
2017-02-09T04:00:00Z,0.00638,0.00641,0.00633,0.00635,232871.05033265,338398.7784907114
2017-02-09T08:00:00Z,0.00642,0.00643,0.00632,0.00632,299072.82555886,350134.0390593944
2017-02-09T12:00:00Z,0.00632,0.00639,0.00609,0.00615,1743288.96795929,436703.9819628534
2017-02-09T16:00:00Z,0.00615,0.00626,0.00614,0.00614,862569.09533492,469647.1936478604
2017-02-09T20:00:00Z,0.00615,0.00633,0.00615,0.00633,376864.13791,487927.9118892133
2017-02-10T00:00:00Z,0.00626,0.00634,0.00595,0.00619,1301879.26466838,542742.4713907612
2017-02-10T04:00:00Z,0.00629,0.00633,0.00621,0.00632,384329.00721922,558725.0423017222
2017-02-10T08:00:00Z,0.00623,0.00635,0.0062,0.00628,874437.43229542,559456.8166835333
2017-02-10T12:00:00Z,0.00629,0.00629,0.00621,0.00628,273121.04154701,557125.4254886562
2017-02-10T16:00:00Z,0.00627,0.00632,0.00623,0.00623,265333.87990808,562509.5678941667
2017-02-10T20:00:00Z,0.0063,0.00635,0.00625,0.00631,205245.74793053,526408.2172431733
2017-02-11T00:00:00Z,0.00631,0.00636,0.00631,0.00636,379134.42191073,530794.4093417942
2017-02-11T04:00:00Z,0.00637,0.00638,0.00633,0.00638,55885.71033307,529384.5459943302
2017-02-11T08:00:00Z,0.00629,0.00638,0.00627,0.00634,110937.99558339,533112.9667784963
2017-02-11T12:00:00Z,0.00638,0.00638,0.00632,0.00632,129428.74868,512509.0267285832
2017-02-11T16:00:00Z,0.00632,0.0064,0.00632,0.0064,150492,502909.33738760074
2017-02-11T20:00:00Z,0.00638,0.00638,0.00638,0.00638,109443.57366771,458857.27215045475
2017-02-12T00:00:00Z,0.00638,0.0064,0.00638,0.0064,232388.6582,411320.40702806076
2017-02-12T04:00:00Z,0.00633,0.00633,0.00633,0.00633,11078.3557464,407557.6155527828
2017-02-12T08:00:00Z,0.0064,0.00641,0.0064,0.00641,50688.6524746,402424.52836301277
2017-02-12T12:00:00Z,0.00638,0.00639,0.00635,0.00635,12785.26645768,391420.23916926427
2017-02-12T16:00:00Z,0.00631,0.00638,0.0063,0.0063,50490.18808777,378991.1072957098
2017-02-12T20:00:00Z,0.00629,0.00631,0.00627,0.00627,37235.9022,293688.45400774525
2017-02-13T00:00:00Z,0.00635,0.00635,0.00635,0.00635,20473.6,251583.67924099922
2017-02-13T08:00:00Z,0.00627,0.00633,0.00624,0.00625,135473.6,239514.1523454992
2017-02-13T12:00:00Z,0.00628,0.00633,0.00624,0.00633,513049.44455272,200072.66133971623
2017-02-13T16:00:00Z,0.00631,0.00631,0.00623,0.00625,142882.82964916,188000.35246121322
2017-02-13T20:00:00Z,0.00625,0.00625,0.0062,0.00624,3252677.23844362,306912.3427686232
2017-02-14T04:00:00Z,0.00625,0.00629,0.00625,0.00629,62800,296396.2906912727
2017-02-14T08:00:00Z,0.0063,0.00638,0.00621,0.00637,1112096.25456465,338734.4094241012
2017-02-14T12:00:00Z,0.00637,0.00637,0.00624,0.00628,197493.51284715,338346.79766993213
2017-02-14T16:00:00Z,0.00628,0.00632,0.00623,0.00631,792286.86810023,359004.4199794071
2017-02-14T20:00:00Z,0.00623,0.00623,0.00621,0.00622,1567910.0243452,434605.6356800136
2017-02-15T00:00:00Z,0.00628,0.00628,0.00627,0.00628,27122.61146496,430414.8664740921
2017-02-15T04:00:00Z,0.0062,0.00627,0.0062,0.00624,154245.17528951,431655.6878045676
2017-02-15T08:00:00Z,0.00629,0.00629,0.00625,0.00625,44214.3429654,426341.80495283764
