time,open,high,low,close,Volume,Volume MA
2016-01-01T00:00:00Z,430.89,433.37,429.08,433.37,159.76370136,NaN
2016-01-01T04:00:00Z,433.34,436,430.08,434.16,1284.89088969,NaN
2016-01-01T08:00:00Z,433.82,434.19,431,432.72,634.84445623,NaN
2016-01-01T12:00:00Z,433.62,434.96,427.2,431.52,573.16597307,NaN
2016-01-01T16:00:00Z,431.7,434.98,431.7,433.6,531.3339764,NaN
2016-01-01T20:00:00Z,433.6,435,432.11,433.82,604.11217728,NaN
2016-01-02T00:00:00Z,434.87,435.99,431.5,433.85,805.30389581,NaN
2016-01-02T04:00:00Z,433.28,434.81,431.62,431.79,265.20208026,NaN
2016-01-02T08:00:00Z,432.8,434.33,431.65,432.31,263.2948466,NaN
2016-01-02T12:00:00Z,432.31,432.94,430.42,432.04,437.07414057,NaN
2016-01-02T16:00:00Z,432.04,434.97,432.03,433.18,799.48814207,NaN
2016-01-02T20:00:00Z,433.17,434.2,432,433.55,401.7003441,NaN
2016-01-03T00:00:00Z,433.2,434.09,429.03,431.72,952,NaN
2016-01-03T04:00:00Z,432.33,432.87,429.56,430.5,342,NaN
2016-01-03T08:00:00Z,430.26,431.38,430,430.77,420,NaN
2016-01-03T12:00:00Z,430.77,431.22,425.75,428.24,1012,NaN
2016-01-03T16:00:00Z,427.5,428.78,424.06,425.24,916,NaN
2016-01-03T20:00:00Z,425.18,431.71,424.18,431.04,891,NaN
2016-01-04T00:00:00Z,431.54,432.43,428.44,431,516.15824418,NaN
2016-01-04T04:00:00Z,431,431.92,430.05,431.74,229.62711911,601.9479993365
2016-01-04T08:00:00Z,431.74,432.16,429.68,431.87,775.25649725,632.7226391309999
2016-01-04T12:00:00Z,431.87,435.35,430.25,434.29,1513.20680483,644.138434888
2016-01-04T16:00:00Z,434.22,434.6,431.79,432.4,1163.55582375,670.574003264
2016-01-04T20:00:00Z,432.9,435.86,432,434.17,1645.36968568,724.1841888945
2016-01-05T00:00:00Z,433.31,435.39,432.68,433.99,470.05748598,721.1203643735
2016-01-05T04:00:00Z,433.99,434.76,432.5,433,189.02975139,700.3662430790001
2016-01-05T08:00:00Z,432.57,433.12,430.2,431.62,836.07410524,701.9047535505001
2016-01-05T12:00:00Z,431.62,433.18,429.5,433.18,734.316806,725.3604898375002
2016-01-05T16:00:00Z,433.19,433.22,429.99,432.28,1357.81564423,780.0865297190002
2016-01-05T20:00:00Z,432.27,432.6,431.13,432.43,294.4270691,772.9541761455002
2016-01-06T00:00:00Z,432.45,432.45,426.54,427.31,1288.14428945,797.3869835145002
2016-01-06T04:00:00Z,427.31,431.5,426.64,429.86,794.48741323,817.0263369710002
2016-01-06T08:00:00Z,429.86,432.67,429.13,430.94,1427.65372991,840.8090234665002
2016-01-06T12:00:00Z,430.94,431.55,430.09,431.43,493.84948033,848.4014974830003
2016-01-06T16:00:00Z,431.43,431.48,429.75,430.45,892.21081801,872.0120383835003
2016-01-06T20:00:00Z,430.45,431.95,429.11,429.56,611.26849523,851.9754631450003
2016-01-07T00:00:00Z,429.99,442.99,429.25,441.58,3608.15793035,986.5833596625004
2016-01-07T04:00:00Z,441.59,451,439.03,449.78,3884.76688292,1136.2717038085004
